log_name,session_id,raw_file_bytes,raw_file_sha256,raw_frames,raw_allowlisted_frames,candidate_windows,short_window,invalid_current,no_route,not_in_allowlist,eligible_scenes,unit_stride_eligible_scenes,distinct_valid_window_current_tokens,protocol_cell,cache_scenes,protocol_scenes
2021.06.23.21.56.29_veh-35_00097_00209,2021.06.23.21.56.29_veh-35,4931728,7d661b6386c0e8bdc0260ef55d27d22431f99fef72a601b7afa245ec3925c28a,224,24,16,0,0,0,15,1,24,16,stage3:train,3,3
2021.06.23.21.56.29_veh-35_00220_00936,2021.06.23.21.56.29_veh-35,36063387,7c9a42bee5750cd0179da5cb5deab749adc5eaeeda8750da17ff48d1dee4d088,1432,231,103,1,0,0,83,19,231,102,stage3:train,30,30
2021.06.23.21.56.29_veh-35_00947_01581,2021.06.23.21.56.29_veh-35,35598185,41e2d59ad394da39ae6996343abe5fec8c7964a83bfda5e051591b04751ddb35,1268,210,91,1,0,0,74,16,210,90,stage3:train,28,28
2021.06.23.21.56.29_veh-35_01603_02401,2021.06.23.21.56.29_veh-35,33029376,2dbcac0f4edceff6bf10a2c7a7d343f39f71331fc0a446dbdef03fb3cf0ac4c6,1596,202,114,0,0,0,99,15,202,114,stage3:train,26,26
2021.06.23.21.56.29_veh-35_02412_03161,2021.06.23.21.56.29_veh-35,41659050,2121c08383dd136b73521d438fc2e70a106defb329c0d6f57e18bcfbfcdec065,1498,225,107,0,0,0,89,18,225,107,stage3:train,27,27
2021.06.23.22.05.48_veh-16_00015_00276,2021.06.23.22.05.48_veh-16,8773037,d0680ce100159195827dd9b0588a02fd90527cadcfc5fbfc91139f18f955d676,522,70,38,1,0,0,33,4,70,37,stage1:train,10,10
2021.06.23.22.05.48_veh-16_00287_00591,2021.06.23.22.05.48_veh-16,15070304,967d5284fb5b2b37d872feb7dc8f5d116c7399fd1666fa6f7e025b441645a607,608,50,44,1,0,0,38,5,50,43,stage1:train,7,7
2021.06.23.22.05.48_veh-16_00602_00800,2021.06.23.22.05.48_veh-16,7633397,4ee59ca83b1ca6f785c4f68f83cdeba0972eece8eff968f6baee9cc150489aec,396,117,29,1,0,0,18,10,117,28,stage1:train,14,14
2021.07.09.01.37.16_veh-26_00692_00762,2021.07.09.01.37.16_veh-26,2671252,62ca52a6a74340bcacb2a84fd312c1372c5ab7b186f8e1a757906fbe5e1819ed,140,7,10,0,0,0,10,0,7,10,stage1:train,2,2
2021.07.09.01.37.16_veh-26_00936_00996,2021.07.09.01.37.16_veh-26,3987860,38c218998e031b05707dc4bed11bdd532eb9fd0157a6da247c9041a97914a145,119,3,9,1,0,0,8,0,3,8,stage1:train,1,1
2021.07.09.01.37.16_veh-26_01336_01396,2021.07.09.01.37.16_veh-26,2216366,aecf8b80cc358afc8710b05920e12ed9b9c2b28df28a20176a57b476a1c61654,120,25,9,1,0,0,6,2,25,8,stage1:train,5,5
2021.07.09.01.37.16_veh-26_01726_01793,2021.07.09.01.37.16_veh-26,5224808,901585ce9deadb39f720dfe2564d1c877a009a38a917087164585e7d8f2a4005,134,37,10,1,0,0,7,2,37,9,stage1:train,6,6
2021.07.09.01.37.16_veh-26_02856_02932,2021.07.09.01.37.16_veh-26,8505745,1e59246f1218a9549caa803cd4b5c139f38ed8d76194d9cff2bec53a7e6e99f5,152,7,11,1,0,0,10,0,7,10,stage1:train,1,1
2021.07.09.01.37.16_veh-26_03306_03373,2021.07.09.01.37.16_veh-26,2394256,ad53a03b447bcd7cfae6f3414950e7a0ea1654ed9223d2f447cda7ef321f80a3,134,26,10,1,0,0,7,2,26,9,stage1:train,4,4
2021.07.09.01.37.16_veh-26_03432_03503,2021.07.09.01.37.16_veh-26,3060504,587ee3139e387095a061c22fbc7d1e77fe737dde5f2a2a416b7ea62b89131acb,142,13,11,1,0,0,10,0,13,10,stage1:train,2,2
2021.07.09.01.37.16_veh-26_04224_04293,2021.07.09.01.37.16_veh-26,2368646,01b0c1a3daec4b2907f8f9504ae72d25e74b1b17a43eeb70b301eeeceaea86b3,138,2,10,1,0,0,9,0,2,9,stage1:train,1,1
2021.07.09.01.37.16_veh-26_04675_04767,2021.07.09.01.37.16_veh-26,2818509,2dd13c49a42ea14a402978fdea28b95118ceece9172c2fc2f5b08a9aeda57107,184,46,14,1,0,0,11,2,46,13,stage1:train,7,7
2021.07.09.01.37.16_veh-26_04815_04878,2021.07.09.01.37.16_veh-26,3712422,38156100f85f67510d47dcdba4add93b27f06a3f661b62b211d4b6cc5d8fdd1a,126,11,9,0,0,0,8,1,11,9,stage1:train,3,3
2021.07.09.02.42.50_veh-35_00038_02629,2021.07.09.02.42.50_veh-35,125096854,0c18356d24eec5d5b8061ef96098964ae1b19a536ea62b38df8ab3eaff41b22f,5182,663,371,1,0,0,323,47,663,370,stage3:train,92,92
2021.07.09.02.42.50_veh-35_02651_02770,2021.07.09.02.42.50_veh-35,3665044,5a687e8b84a2ab778ca2fb62d5049f1f8f2527044a12cab14db09d4a027cc8a8,238,66,17,0,0,1,13,3,66,16,stage3:train,10,10
2021.07.09.15.53.28_veh-38_00053_00163,2021.07.09.15.53.28_veh-38,9747837,7dcbd49b8a452a61f8290cd752bbafdc32162efed64c31ce9df412394d8cd809,220,7,16,1,0,0,15,0,7,15,stage3:test,2,2
2021.07.09.15.53.28_veh-38_00184_02293,2021.07.09.15.53.28_veh-38,86509381,9a5ab4806604450b051510aea31bb3610fd8130deba62981181f4b397d543c63,4218,556,302,1,0,0,259,42,556,301,stage3:test,87,87
2021.07.09.15.53.28_veh-38_02316_03434,2021.07.09.15.53.28_veh-38,47533319,54042ad00efb03b42b19dcc2888c6d09d263ce7c17fb628d5d05c72f7b7323ce,2236,326,160,1,0,0,138,21,326,159,stage3:test,50,50
2021.07.09.15.53.28_veh-38_03528_04262,2021.07.09.15.53.28_veh-38,29177437,d0b90b174fe371b04eda9ae0f4ad7679b42918602ea9f0582a057cece7bb643b,1468,145,105,1,0,0,95,9,145,104,stage3:test,20,20
2021.07.09.15.53.28_veh-38_04273_04767,2021.07.09.15.53.28_veh-38,19654150,2c3c32d1dc1310da70600338f446726f86c9f97e116391f4cf7b28e352a179b8,988,193,71,1,0,0,57,13,193,70,stage3:test,28,28
2021.07.09.15.53.28_veh-38_04778_04886,2021.07.09.15.53.28_veh-38,5363180,b4a718d23c4fe4ca76fd0073d02cfa2278494d6261babac4dfeb38de213b1aa0,216,63,16,1,0,0,8,7,63,15,stage3:test,10,10
2021.07.09.16.12.19_veh-26_02509_02592,2021.07.09.16.12.19_veh-26,3119063,36b178cc8702645fef88fdfed40a0c7ac4606240284894b1266eacd399de18ff,166,35,12,1,0,0,10,1,35,11,stage1:test,9,9
2021.07.09.16.12.19_veh-26_02985_03053,2021.07.09.16.12.19_veh-26,2011939,27df9a9889560f2870433d20d12d7c5f862a3acf9424d5d441b3360fa05c703c,136,4,10,1,0,0,9,0,4,9,stage1:test,1,1
2021.07.09.16.12.19_veh-26_04434_04498,2021.07.09.16.12.19_veh-26,2183769,97e1f6716af663991e5944205c633ca7abfe503fe63122136e3c67a456607928,128,15,10,1,0,0,7,2,15,9,stage1:test,3,3
2021.07.09.16.12.19_veh-26_05071_05149,2021.07.09.16.12.19_veh-26,7865540,9f2afda76e10010cc84f7f1222315826897b10754298c377c2fb0da3385f65e3,153,24,11,1,0,0,9,1,24,10,stage1:test,3,3
2021.07.09.16.12.19_veh-26_06527_06591,2021.07.09.16.12.19_veh-26,2694173,268ec5d19377b667e3d183ed3c1f544f70b8e2b3acf347ccb9f0004d1975eef3,126,8,9,0,0,0,8,1,8,9,stage1:test,2,2
2021.07.09.16.12.19_veh-26_06964_07035,2021.07.09.16.12.19_veh-26,2673420,165df8f7f69c73872327b92b13d0aaf84832f353fa47ea94529ca5d44eaccf24,142,21,11,1,0,0,9,1,21,10,stage1:test,2,2
2021.07.09.16.12.19_veh-26_07208_07271,2021.07.09.16.12.19_veh-26,2111651,78fef2689e5bc5368c05b067296a325d258d76cd16caa167f6f710233c48c821,125,29,9,1,0,0,5,3,29,8,stage1:test,5,5
2021.07.09.17.06.37_veh-35_00049_00237,2021.07.09.17.06.37_veh-35,7109767,f180f21b332310c63634e9448d224fa20555b90d897f3f686307b42e192bce98,376,98,27,1,0,0,18,8,98,26,stage1:train,16,16
2021.07.09.17.06.37_veh-35_00258_00748,2021.07.09.17.06.37_veh-35,20358116,76cf95ca955f671684dc665f510ec664460b30a197232576f4c5d65957731530,980,168,70,0,0,0,57,13,168,70,stage1:train,25,25
2021.07.09.17.06.37_veh-35_00769_00907,2021.07.09.17.06.37_veh-35,5549779,1092351a7082762b26380efe487394a4777b6a88a2fc61e25651b42296c3e6d1,276,38,20,1,0,0,17,2,38,19,stage1:train,6,6
2021.07.09.17.06.37_veh-35_00928_02567,2021.07.09.17.06.37_veh-35,73427594,463abd7d27ae4f412c0b6204ce745d0cf80e2cd751da6fe1ef97b64227739ca5,3278,513,235,1,0,0,201,33,513,234,stage1:train,77,77
2021.07.09.17.06.37_veh-35_02609_05015,2021.07.09.17.06.37_veh-35,113765716,7702d38ce3cd59d34115026a9f3c21be5d9e297c10e9a12ee7af7f940e6f8e5f,4812,714,344,1,0,0,296,47,714,343,stage1:train,110,110
2021.07.09.17.06.37_veh-35_05026_05593,2021.07.09.17.06.37_veh-35,30775121,b00264a9ec4e17ac89e6c95b28cd2a2c8d312e01713fe6ab494ede4f6a06cf80,1134,228,81,0,0,2,64,15,228,79,stage1:train,31,31
2021.07.09.20.26.06_veh-35_00016_01757,2021.07.09.20.26.06_veh-35,72662712,e0f45911b9ead2597b04e5ba61605ad36d2475f55d056cbca709c495d12bf096,3482,536,249,1,0,0,203,45,536,248,stage1:test,83,83
2021.07.09.20.26.06_veh-35_01768_02782,2021.07.09.20.26.06_veh-35,45688715,65f0caad74ecfb234074c2d7ee011cf8466283ef605bc970ee5464738e949c40,2028,305,145,1,0,0,124,20,305,144,stage1:test,43,43
2021.07.09.20.26.06_veh-35_02793_03289,2021.07.09.20.26.06_veh-35,26119025,eab5db56b83e73f5f80adeeab0f5727aad16d14fbc0bd64891d7803c9c132e08,992,161,71,1,0,0,53,17,161,70,stage1:test,26,26
2021.07.09.20.26.06_veh-35_03314_03877,2021.07.09.20.26.06_veh-35,24861815,72212fbea0a48491df5c212883ce4b4890c36a9d4803521fa1d034c53eabbbc5,1126,172,81,1,0,0,70,10,172,80,stage1:test,29,29
2021.07.09.20.26.06_veh-35_03898_05974,2021.07.09.20.26.06_veh-35,97823625,473f3dc9c5719a4e1fa9b8b2ccaaea64a720cf52834d03472f841b3e2bdde41c,4152,595,297,1,0,1,253,42,595,295,stage1:test,93,93
2021.07.09.20.59.12_veh-38_00113_00669,2021.07.09.20.59.12_veh-38,22330049,5c32970b8d19d19c2f70645bfb0e5b5688bcc31a3371279390c4df190d0f3ba9,1112,153,80,1,0,0,68,11,153,79,stage3:audit,25,25
2021.07.09.20.59.12_veh-38_00773_01187,2021.07.09.20.59.12_veh-38,23352725,2f50a5a57b0f7cacee9c1b993d5a8dd78c75a35b2f5c1dd37f33348fde3ea43c,828,119,60,1,0,0,51,8,119,59,stage3:audit,18,18
2021.07.09.20.59.12_veh-38_01208_01692,2021.07.09.20.59.12_veh-38,22199409,db251fb8b89c9d9c6c0a7829cafaae9c1c7871167ff66dab52eec5fb19f5e568,968,170,70,1,0,0,61,8,170,69,stage3:audit,25,25
2021.07.09.20.59.12_veh-38_01713_01842,2021.07.09.20.59.12_veh-38,8016880,c0acf31f127db41a2bb711a446162847dbe22e4e3d9fbd2d5bdeacba42b959a5,258,22,19,1,0,0,17,1,22,18,stage3:audit,3,3
2021.07.09.20.59.12_veh-38_01853_02043,2021.07.09.20.59.12_veh-38,8028453,4c9671f0b56fe516d834483e06a24359f43071bfd33066bbf55ab7cb4881b2f8,380,17,28,1,0,0,26,1,17,27,stage3:audit,2,2
2021.07.09.20.59.12_veh-38_02064_03281,2021.07.09.20.59.12_veh-38,62955323,7798effd95e006113790755aa418f7111d48e90bc7e03d47b86e1739107a4b25,2432,393,174,1,0,0,143,30,393,173,stage3:audit,56,56
2021.07.09.20.59.12_veh-38_03292_04331,2021.07.09.20.59.12_veh-38,48689020,9b6fcd1df47b8dfe673aea87448caa1af67e023617ba4154d10f47d032dcba22,2078,236,149,1,0,0,136,12,236,148,stage3:audit,34,34
2021.07.09.20.59.12_veh-38_04342_05676,2021.07.09.20.59.12_veh-38,72374646,d9c4fc9ba3d4529e722559c05d33b8b29a7d1214f6aef3f187e2867a2a6daca3,2668,177,191,1,0,0,177,13,177,190,stage3:audit,28,28
2021.07.09.20.59.12_veh-38_05697_06861,2021.07.09.20.59.12_veh-38,61339039,6b0a5c9e16154fdf9c89faf2f92c25189c44a1d049a4390ee2493093753bdc5a,2328,230,167,1,0,0,152,14,230,166,stage3:audit,37,37
2021.07.09.20.59.12_veh-38_06872_07220,2021.07.09.20.59.12_veh-38,20601221,0087335da07000c7da23ff27bb00f0c4acc7fa64c2ab1d8162e5f3e8cff60e47,696,137,50,1,0,0,38,11,137,49,stage3:audit,17,17
2021.07.09.20.59.12_veh-38_07245_07341,2021.07.09.20.59.12_veh-38,4885436,db71153328608c9cccca894ae83819f62df252f94eeb8145f8b8fd3ecdecf23e,192,23,14,1,0,0,11,2,23,13,stage3:audit,4,4
2021.07.09.23.23.48_veh-26_00054_01295,2021.07.09.23.23.48_veh-26,66097360,133904b111b7ff91a19a208c1da52779826293e175eb9e6cfbecee3f292984dc,2482,287,178,1,0,0,158,19,287,177,stage3:train,45,45
2021.07.09.23.23.48_veh-26_01319_01432,2021.07.09.23.23.48_veh-26,3581958,d035b6f5127b5a1cda98db55f561d4969dbcc6eabe0ff723c5977ab5a2f77cc6,226,28,17,1,0,0,14,2,28,16,stage3:train,3,3
2021.07.09.23.23.48_veh-26_01454_02217,2021.07.09.23.23.48_veh-26,41279094,d60d925d96f38f755f01a08158ff52ee17bef91f9972cd9a9d73a6531fc2b0c0,1526,215,109,0,0,0,94,15,215,109,stage3:train,29,29
2021.07.09.23.23.48_veh-26_02228_04624,2021.07.09.23.23.48_veh-26,117350020,e0b79eeed0e2a16e663ec6f2165b07f8844c9169431d9d3c865a9c958c1ab50e,4792,682,343,1,0,0,296,46,682,342,stage3:train,106,106
2021.07.09.23.23.48_veh-26_04648_06327,2021.07.09.23.23.48_veh-26,88412633,0ebe413017f39258041a56a5eee5c2353aa07c5450ab258b03c331b7a529aaf7,3358,475,240,1,0,0,201,38,475,239,stage3:train,75,75
2021.07.16.00.24.14_veh-38_00094_00346,2021.07.16.00.24.14_veh-38,11104391,2d12da4c43cf9b0015208ce9e4a2c9d73ef929933fb235ec757e87df5aff8f97,504,7,36,0,0,0,36,0,7,36,stage1:train,1,1
2021.07.16.00.24.14_veh-38_00367_01154,2021.07.16.00.24.14_veh-38,42048708,8049e14f2b81a577b3fcf928cf637fcd28352a23427adaeec955e338ab087657,1574,131,113,1,0,0,103,9,131,112,stage1:train,19,19
2021.07.16.00.24.14_veh-38_01165_01425,2021.07.16.00.24.14_veh-38,11599933,4a6be9a4de932a93cef7fd90e2d6a3b6f72ac925ced9a713f5337ac8c5405e72,520,43,38,1,0,0,35,2,43,37,stage1:train,6,6
2021.07.16.00.24.14_veh-38_01447_01621,2021.07.16.00.24.14_veh-38,14744781,223042164b31cb84bac4a01d06b2a3db07b5cb7960079adc3e6939aa1e791195,348,46,25,1,0,0,21,3,46,24,stage1:train,8,8
2021.07.16.00.51.05_veh-17_00023_01331,2021.07.16.00.51.05_veh-17,64396641,d56a1fb1a18f45f83876e9e0912ce763eb3eb7e3e96ef5c31fe27ebe94a499e8,2616,439,187,1,0,0,158,28,439,186,stage1:test,55,55
2021.07.16.00.51.05_veh-17_01352_01901,2021.07.16.00.51.05_veh-17,31873111,f234e450088d645bbd4bf8d9481a39704198380912b781838fb3bcbdd519b092,1098,233,79,1,0,0,66,12,233,78,stage1:test,33,33
2021.07.16.00.51.05_veh-17_01938_03243,2021.07.16.00.51.05_veh-17,68949573,00c8b429e46e4d5f50015c2113c2933419853377ddc6fcfe273e779eecb97c72,2610,439,187,1,0,0,152,34,439,186,stage1:test,58,58
2021.07.16.00.51.05_veh-17_03264_05261,2021.07.16.00.51.05_veh-17,98860361,095d611b956d35a3db02c2ed9e7801cb71ce5d420e9e39df5a354a2038b6b280,3993,584,286,1,0,0,242,43,584,285,stage1:test,80,80
2021.07.16.01.22.41_veh-14_00015_00547,2021.07.16.01.22.41_veh-14,22674178,8213fecb7332a20ef221687eb60a8a5b2fedc818fea663a60873cbd0fdd36ae9,1064,189,76,0,0,0,63,13,189,76,stage1:train,28,28
2021.07.16.01.22.41_veh-14_00572_01716,2021.07.16.01.22.41_veh-14,70068143,a426272d980cd1b0c46133131d5620694bfa6796bfe2d9f97ae31283d9e7775f,2288,390,164,1,0,0,133,30,390,163,stage1:train,56,56
2021.07.16.01.22.41_veh-14_01737_01980,2021.07.16.01.22.41_veh-14,11519474,b85242723a913651f3232a2bb4646abfc0197039febd4b74e7f42575db554df2,486,46,35,1,0,0,33,1,46,34,stage1:train,5,5
2021.07.16.01.22.41_veh-14_02003_02615,2021.07.16.01.22.41_veh-14,34713368,c005be6b0e47a1adbd0fbd4a1bf2832cca4cf0b9783f270df76ac0509c59ebb0,1224,246,88,1,0,0,70,17,246,87,stage1:train,40,40
2021.07.16.01.22.41_veh-14_02626_04289,2021.07.16.01.22.41_veh-14,105792357,099a7d5beb1a04f054c762b70b0205510baa599ba8aa770a8e90ff1575d6c21f,3326,447,238,1,0,0,202,35,447,237,stage1:train,65,65
2021.07.16.01.22.41_veh-14_04315_07102,2021.07.16.01.22.41_veh-14,171848564,2fbd2dc9ca10d510115266822e80920e30f3eac7efe210152604f83a16ad6c81,5574,1080,399,1,0,0,320,78,1080,398,stage1:train,152,152
2021.07.16.02.53.40_veh-17_00016_01588,2021.07.16.02.53.40_veh-17,92982635,6ca1c48a0719359ae32862caa6466b22ce6c40fdd3e9eed96ae6762b1dc3f515,3143,387,225,1,0,0,199,25,387,224,stage3:test,56,56
2021.07.16.16.01.30_veh-38_00016_00333,2021.07.16.16.01.30_veh-38,2435747,8f4b20de62f9f0ba0f4ef555aec47aa9e4b7c1889aafe182a3da1afa35add20e,634,95,46,1,0,0,39,6,95,45,stage1:audit,13,13
2021.07.16.16.01.30_veh-38_00356_02486,2021.07.16.16.01.30_veh-38,107742577,ae706f03b6a8ed2c72d293373e27820d490412b5d4d5aa7967e5d222c937956b,4260,408,305,1,0,0,280,24,408,304,stage1:audit,68,68
2021.07.16.16.01.30_veh-38_02497_03871,2021.07.16.16.01.30_veh-38,65595792,934ddd91d2b0adc97f038e104599d505c5b58d8f51dbbef4b3561fa913a19a36,2748,450,197,1,0,0,159,37,450,196,stage1:audit,65,65
2021.07.16.16.01.30_veh-38_03893_05253,2021.07.16.16.01.30_veh-38,64179894,539059a385b1ce271c2564aa785409dabd05f9602fa4b449b94fe13ea16b77d4,2720,334,195,1,0,0,173,21,334,194,stage1:audit,51,51
2021.07.16.16.01.30_veh-38_05274_05744,2021.07.16.16.01.30_veh-38,22388284,edf3e7995d8fee68bae7828dd14b407e35ab422ce49b57d0e351f0a27fe9c054,940,232,68,1,0,0,50,17,232,67,stage1:audit,34,34
2021.07.16.16.01.30_veh-38_05766_06843,2021.07.16.16.01.30_veh-38,63405033,31d642cd17bc46bdf9c7bb72bce0dd2e7f228d886380521a91ca79a47050c369,2154,313,154,1,0,0,131,22,313,153,stage1:audit,46,46
2021.07.16.16.08.35_veh-35_00132_00784,2021.07.16.16.08.35_veh-35,37406012,8a6b8c77b5058ad21089e1263f20cbf28049a628b241b38bc6f14540ab6b21cd,1304,102,94,1,0,0,84,9,102,93,stage3:test,21,21
2021.07.16.16.08.35_veh-35_00805_01292,2021.07.16.16.08.35_veh-35,20233586,74caa534be21a7013b9f7c9be015f22830b91bc415b31aeeb3ef770a06eb2330,974,140,70,1,0,0,58,11,140,69,stage3:test,19,19
2021.07.16.16.08.35_veh-35_01303_01641,2021.07.16.16.08.35_veh-35,16595375,442d6ccc1991fe84e0324de626e64bc2716581974b201176910ec4914734385e,676,96,49,1,0,0,41,7,96,48,stage3:test,14,14
2021.07.16.16.08.35_veh-35_01664_02376,2021.07.16.16.08.35_veh-35,34838698,264f6f5d49934e17dac7a20bbb46468a5fda63daabb9af3a2ce57aefab932725,1424,161,102,1,0,0,89,12,161,101,stage3:test,23,23
2021.07.16.16.08.35_veh-35_02397_02540,2021.07.16.16.08.35_veh-35,9221574,efcaa61b09813d6f7fda294c020636e3cd1f87354f3d94aa1c8c525d75ccb7ff,286,41,21,1,0,0,17,3,41,20,stage3:test,6,6
2021.07.16.16.08.35_veh-35_02551_02640,2021.07.16.16.08.35_veh-35,4406390,697a7f235386d1285ab45407e075226217fd70c5c5a6b054d3b15bd4b3886830,178,38,13,1,0,0,9,3,38,12,stage3:test,6,6
2021.07.16.16.08.35_veh-35_02651_03700,2021.07.16.16.08.35_veh-35,50256633,f5afc0f1ad09b3e1e4fb44d530df68102e8361aff67b93406f16539e9521c15c,2098,325,150,1,0,0,120,29,325,149,stage3:test,51,51
2021.07.16.16.08.35_veh-35_03711_04709,2021.07.16.16.08.35_veh-35,46644993,535f657434e5af73c65e97eb4dc89e33950b8e763dcb03d8561def29ed01dfb6,1996,355,143,1,0,0,116,26,355,142,stage3:test,49,49
2021.07.16.16.08.35_veh-35_04744_06051,2021.07.16.16.08.35_veh-35,73659634,b5ede7100e7d67bc2356454ead7cd83f424ac623185b86fa0c82ae13eac705c4,2614,398,187,1,0,1,162,23,398,185,stage3:test,59,59
2021.07.16.16.27.22_veh-26_00016_01515,2021.07.16.16.27.22_veh-26,64917881,4ecf2349ec2aa002f495bda53ae8ad79845de0bbe70a5bd14aaa7f68dc8a28ad,2997,473,215,1,0,0,185,29,473,214,stage1:train,67,67
2021.07.16.16.27.22_veh-26_01536_02260,2021.07.16.16.27.22_veh-26,40604122,003adfdc78ca243b5aac187a5c353e3a87e3c11cdc63d8b2d45f72049d6f7ff0,1448,255,104,1,0,0,84,19,255,103,stage1:train,38,38
2021.07.16.16.27.22_veh-26_02282_03814,2021.07.16.16.27.22_veh-26,74190954,d316db2f213416535ae7b107bc195e60c9cbdb57769f176ece94f96a3be9e508,3064,407,219,1,0,0,189,29,407,218,stage1:train,60,60
2021.07.16.16.27.22_veh-26_03836_05047,2021.07.16.16.27.22_veh-26,64453663,cdaa6d2c100aab95ac5f7d282ddfc3f1017e62ffd4338a47c00295a9ad8a32f0,2422,427,173,0,0,0,139,34,427,173,stage1:train,62,62
2021.07.16.16.27.22_veh-26_05058_05383,2021.07.16.16.27.22_veh-26,20839139,819801c9d7058e705c34835376d6a44eef84de7d061271f923c4559bb5d4932c,650,122,47,1,0,0,41,5,122,46,stage1:train,15,15
2021.07.16.16.27.22_veh-26_05416_05596,2021.07.16.16.27.22_veh-26,7640139,d07f3765de38683e4fa0ccbbf80344f876cc5761d24aba88f16978e35eced477,360,102,26,1,0,1,16,8,102,24,stage1:train,16,16
2021.07.16.18.06.21_veh-38_00016_00747,2021.07.16.18.06.21_veh-38,37698407,65aa8a95bb7ef821c9e8628de901485305c653fd9ed1f06f838a98c23015ac64,1462,193,105,1,0,0,91,13,193,104,stage1:train,30,30
2021.07.16.18.06.21_veh-38_00770_01505,2021.07.16.18.06.21_veh-38,32278261,0c1a5b3520c24498e2466ae0e612e7de43ef115de0e9536591338e98b6b78c47,1470,256,105,0,0,0,90,15,256,105,stage1:train,35,35
2021.07.16.18.06.21_veh-38_01526_02150,2021.07.16.18.06.21_veh-38,30155616,54e798f439bf63d1fe7a009945550a62ff40b49be407f03e3671f458fc15c1a0,1248,225,90,1,0,0,72,17,225,89,stage1:train,33,33
2021.07.16.18.06.21_veh-38_02197_03220,2021.07.16.18.06.21_veh-38,56214657,5f8ca0e1f78881a91680170d20378247d6753d9468f033726589bb916408aee5,2046,302,147,1,0,0,124,22,302,146,stage1:train,45,45
2021.07.16.18.06.21_veh-38_03231_03712,2021.07.16.18.06.21_veh-38,22565039,f0157b94d6a2ab0c686fbb90d90339a24be22ff94941e1c98f9b39ef90aff7cd,962,90,69,1,0,0,62,6,90,68,stage1:train,15,15
2021.07.16.18.06.21_veh-38_03733_04300,2021.07.16.18.06.21_veh-38,36349754,0aa426c9b86364052cbe9f3d647c419d969ad813fe9a0d099efeca7f1ddda419,1134,199,81,0,0,0,63,18,199,81,stage1:train,32,32
2021.07.16.18.06.21_veh-38_04311_04460,2021.07.16.18.06.21_veh-38,4773906,66b2fe687dec2486ac60d9cfafa457360f89d8884f64654367ca0cea1be533e8,298,87,22,1,0,0,14,7,87,21,stage1:train,12,12
2021.07.16.18.06.21_veh-38_04471_04922,2021.07.16.18.06.21_veh-38,19366214,788aa638eebe520123d515a9f8c27c40615acf356b463a4ce276f2c37242c932,902,69,65,1,0,0,60,4,69,64,stage1:train,11,11
2021.07.16.18.06.21_veh-38_04933_05307,2021.07.16.18.06.21_veh-38,25975403,c46c9ab330804e24aab43c270bafffa12c9cd7aea89ef89c6baf7be9bdaf79e4,748,98,54,1,0,0,42,11,98,53,stage1:train,16,16
2021.07.16.18.06.21_veh-38_05338_05486,2021.07.16.18.06.21_veh-38,6726702,a55aa8411c68854475bbe87dcb6b4a5f2f988d03edbbeb6bca798bd898fbe01c,296,70,22,1,0,1,12,8,70,20,stage1:train,11,11
2021.07.16.18.19.22_veh-35_00023_00234,2021.07.16.18.19.22_veh-35,14661417,f358ee1668473fdcc719f4194d1aec6d6916a34582f140445493eb4771bbbaee,422,24,31,1,0,0,27,3,24,30,stage1:audit,5,5
2021.07.16.18.19.22_veh-35_00255_00418,2021.07.16.18.19.22_veh-35,4907978,b129d6329f8387f291724e4d4d3490f917756673474dc7fdaf00608248a6f83e,326,53,24,1,0,0,20,3,53,23,stage1:audit,8,8
2021.07.16.18.19.22_veh-35_00440_00858,2021.07.16.18.19.22_veh-35,21927476,511e3561882b5db8fc65d1b103309f74c651e1e7dd92d3fd4fea262406592a3a,836,161,60,1,0,0,46,13,161,59,stage1:audit,23,23
2021.07.16.18.19.22_veh-35_00869_03454,2021.07.16.18.19.22_veh-35,137629626,883b51d82a2a782670843ee2492f351f0c93164a9b92fde93fcc8b94d5756e9a,5170,758,370,1,0,2,310,57,758,367,stage1:audit,117,117
2021.07.16.18.49.56_veh-26_00015_00235,2021.07.16.18.49.56_veh-26,9118655,407567648cc8e7b7f079d6b9ffe1f40d9829bace3e9d7614136c331235346c88,440,110,32,1,0,0,22,9,110,31,stage3:train,13,13
2021.07.16.18.49.56_veh-26_00256_00822,2021.07.16.18.49.56_veh-26,32534500,dc9c896dc0ba61d86d9e184e4fbc48b96ab91c79c853795bed30f3a655a66e0c,1132,149,81,1,0,0,65,15,149,80,stage3:train,22,22
2021.07.16.18.49.56_veh-26_00833_03384,2021.07.16.18.49.56_veh-26,147814233,41ca6f3ba5760083ae57816e83d15c803dc21557da82fe8892f38530f3da268d,5102,752,365,1,0,0,314,50,752,364,stage3:train,118,118
2021.07.16.18.49.56_veh-26_03407_03538,2021.07.16.18.49.56_veh-26,5016399,4e4e680288c8ec798b8266e0ed0bb3b97876caece16f0d0e112d4142edb9716e,262,68,19,1,0,2,10,6,68,16,stage3:train,11,11
2021.07.16.20.45.29_veh-35_00016_00589,2021.07.16.20.45.29_veh-35,26955863,ddf193448b435e3dcac96f86aa8f00d5285e01310642be9a4110165335dcb233,1146,123,82,1,0,0,74,7,123,81,stage2:test,16,16
2021.07.16.20.45.29_veh-35_00600_01084,2021.07.16.20.45.29_veh-35,30294078,659e343054608f6e55c68fc82076f0de9a060fbf1b67c0cba1f1e29ed32aef58,968,166,70,1,0,0,59,10,166,69,stage2:test,22,22
